numacc,species_code,ind_code,spike_length_mm,spikelet_nb,tot3_fertile,tot_nb_fertile_fls,spikelet_length_mm,flower_length_mm,eta_len1,eta_len2,eta_len3,eta_len4,eta_len5,eta_len6,eta_wid1,eta_wid2,eta_wid3,eta_wid4,eta_wid5,eta_wid6,ova1,ova2,ova3,sti1,sti2,sti3,n_AF_splets,tot_AF_fertile,mean_eta_len,mean_eta_wid,eta_len_norm,eta_wid_norm,sti_mean,ova_mean,sti_norm,maleinvest,compactness,AF_index
PI560124,Amu,Amu04,260,12,9,39,11.6421920833333,6.60183602272727,5.05638129371291,4.87972956660195,5.11080905636967,4.98441454806426,4.96815900693299,5.00463935016049,0.599002806774562,0.620137729365343,0.644854769610648,0.721500106008154,0.635511440764947,0.80208456993073,1.08824898705193,0.927913694148626,0.805655353606758,2.51272531345791,2.0664983530858,1.8928801211677,16,0,5.00068880364038,0.670515237075731,0.757469404939045,0.101564963862695,2.15736792923714,0.940606011602438,0.326783022451671,5.31645422414544,0.567061252337376,0
AE367,Amu,Amu25,251,20,4.86188151746822,2,11.3325933333333,7.05853757352941,4.87629203661883,4.70354015794187,4.48284874550697,4.73948866106788,4.72452450358089,4.24416255728416,0.593091464560794,0.763558110745017,0.496119608317537,0.544468747474355,0.763949638518108,0.779003452371205,0.801774702769889,0.73872763778373,0.61182662773308,2.61363889362608,2.4879128964896,1.4790585535813,20,0,4.62847611033343,0.656698503664503,0.655727346085246,0.0930360569485699,2.19353678123233,0.7174429894289,0.310763633172178,6.45135039094577,0.62285280746532,0
AE374,Amu,Amu26,120.827526562931,23.3296213119355,2.45088390470497,23.4869038835009,11.8416337295866,9.97058870432518,3.7837713567673,4.1884957917848,4.34045143833477,3.98143818899429,4.6535151617015,3.83691170765405,0.614588538881835,0.629888981211742,0.830003453184524,0.770198312438022,0.911837323113262,0.85030388836107,1.31866495401381,1.35984314774762,1.25823343772447,2.79626717158632,2.95497139025432,2.78452244691893,23.361397644531,17.212172266769,4.13076394087278,0.767803416198409,0.414294889035076,0.0770068286805713,2.84525366958652,1.31224717982863,0.285364661401815,3.14785507210023,0.841994350780623,0.9018522169494
PI599130,Ase,Ase01,130,12,5,14,11.3902681333333,8.7981144,4.56662136237315,4.54995822452133,4.61103065284412,4.56679408305549,4.65423833312852,4.55504720727476,0.585791142823728,0.577320882943856,0.591555240738503,0.583419170667738,0.570803072942887,0.601190248487554,0.957400213896093,0.983666129984884,0.995024689612279,2.04864165223366,2.09822835854516,2.186616990879,11,15,4.5839483105329,0.585013293100711,0.521014856380237,0.0664930309499853,2.11116233388594,0.978697011164418,0.239956226743987,4.6837256661069,0.772423818035729,0.818181818181818
PI599143,Ase,Ase05,67,7,4.14529532061187,0,9.85170441176471,8.7806027027027,3.98549145303859,3.69593646048075,3.68785418748298,3.27016714134232,3.75870236887427,3.75402894748174,0.372315553254362,0.410152007612147,0.436229351920249,0.353433014176826,0.455972939758326,0.556803042792388,0.750587997287162,1.1326815763833,0.945861687954886,1.64555583435115,1.66133311523403,1.81331968411794,11,16,3.69203009311678,0.430817651585716,0.420475702878614,0.0490647016124655,1.70673621123437,0.943043753875116,0.194375747203439,3.9150146299635,0.891277522721559,1.0526720115546
PI599176,Ase,Ase06,128,12,4,20,11.8805830864198,10.6412401923077,3.0898911989715,3.16060474618971,3.46936523211677,3.0147868795451,3.17287860038161,3.20440944200729,0.522625593417587,0.435896347060609,0.33428402346322,0.439480423770321,0.453709705492647,0.378410188286117,1.10548667749613,1.10475411617642,1.03788839221365,1.95203949223185,2.01993506440384,1.90431763705686,11,17,3.185322683202,0.427401046915084,0.299337542019265,0.0401645897650202,1.95876406456418,1.08270972862873,0.184072911537146,2.94199137495167,0.895683327569272,1.15909090909091
AE1072,Ase,Ase21,103,12,4,16,9.40648943089431,8.85778737804878,4.01086494746083,3.83570150047582,4.02045549661222,4.1383566528979,3.95373490512876,3.78994965314418,0.495731718478907,0.459014675636775,0.459897045455811,0.405130927992115,0.395574503330043,0.45739756042738,0.89182745157747,1.19080038084548,0.786994990280276,1.16853011066561,2.18484590853565,2.09115928069082,11,16,3.95817719261995,0.445457738553505,0.446858456145497,0.050289956119,1.81484509996403,0.956540940901075,0.20488695681063,4.13801126890742,0.941667711756163,1.09090909090909
AE641,Ase,Ase25,47.8526894390982,6.0922433645742,3.77985027837151,7.72434657122415,9.75793129543793,7.94339896875229,3.2332809374969,3.40770607321518,3.15576050975979,3.15016808803278,3.2937084637398,3.0434366157468,0.409112297247112,0.400020728960208,0.375389216407359,0.464882894725985,0.471835135072974,0.271699500614976,1.09111181897544,1.05110398404099,1.02390469154525,1.69996838538129,1.73046288663157,1.70281270040111,6.10471879539339,9.9532211945668,3.21401011466521,0.398823295504769,0.404613960259137,0.0502081410078555,1.71108132413799,1.05537349818723,0.215409213470082,3.04537694018827,0.814045388131194,1.29403090681327
KU-4-7,Ase,Ase27,50.5257112314634,10.3439896097109,4.91036642477913,16.1173839707181,8.39556743393439,6.91343804385887,2.27173990494172,2.2777302330459,2.34331123366616,2.31428204250832,2.16570810926631,2.13912418990075,0.36149625068163,0.38837008652166,0.389981191915227,0.392529738064384,0.368124541724542,0.385033745408366,0.78294773320097,1.12727068180022,0.814396319414276,1.70926732283014,1.54506604768145,1.08416869863632,11.7837192033167,19.1644449122175,2.25198261888819,0.380922592385968,0.325739900264038,0.0550988654225864,1.44616735638264,0.908204911471822,0.209182080928208,2.47959748999669,0.823462868741326,0.993622032072379
AE679,Ase,Ase28,73,7,2,6,10.5390344957818,9.465133625,4.09304672156255,4.18782329268308,4.11351027443941,3.7320493953162,4.27863967781353,4.56610535063538,0.336555257319748,0.384054511898324,0.285444351941753,0.353822316520052,0.386173182477704,0.405269565773268,0.818852608524942,0.774828952774352,0.607467733158067,1.57350323675068,1.69412143266527,1.61476415713283,12,16,4.16186245207502,0.358553197655141,0.439704563819618,0.037881472344786,1.62746294218293,0.733716431485787,0.171942944142315,5.67230373135734,0.898102537645965,2
PI584363,Ash,Ash02,135,15,6,35,11.5794561111111,9.53660245121653,4.47395565625089,4.47278037457911,4.50169925047346,4.48630125626352,4.60402694771692,4.47508327810084,0.64313925364209,0.626261434007735,0.664520329736089,0.626674927218034,0.612950352881569,0.666453705353747,0.850172892574806,0.944763808317696,0.904950562540885,2.1812298279458,2.26116751120946,2.23113352571238,14,22,4.50230779389746,0.640000000473211,0.472108155596139,0.0671098542428566,2.22451028828921,0.899962421144462,0.233260251716317,5.00277310265019,0.82357948073793,0.785714285714286
AE1203,Ash,Ash20,120,14,2,6,11.1462444,8.56586560498995,5.21485463197315,4.76811813228582,4.85332656443378,5.5651155821168,4.71024091110807,5.44394081170493,0.751077043595621,0.954426128900226,0.723849779408012,0.822588778270203,0.729109432869691,0.890232885306959,1.33796758817629,1.30839494847508,1.3331754332086,2.65609891199351,2.75744502361709,2.89538746580205,13,5,5.09259943893709,0.811880674725119,0.594522453862743,0.0947809260808583,2.76964380047088,1.32651265661999,0.323334958565945,3.83908846517397,0.768497917109188,0.576923076923077
AE134,Ash,Ash22,137,13,3,5,12.5759428455285,10.5198546581197,6.45173880481573,6.22353413313775,6.13935786070724,5.32921105883178,6.96432605314134,6.46298577071753,0.886766337434048,0.754916155622485,0.688890337951914,0.75043864444119,0.673721133541092,0.643581041993655,1.16557755606897,0.986777498014969,1.20502075563125,2.65251104776559,2.00850355041795,3.61675611201423,9,3,6.26185894689189,0.733052275164064,0.59524196392378,0.0696827379262565,2.75925690339926,1.11912526990506,0.262290401633024,5.59531548011877,0.836506239519062,0.333333333333333
AE317,Ash,Ash24,149.309081338445,22.2386619361492,1.67465800965445,19.5083400115615,13.5914611463383,11.1813512086662,5.69473135864806,6.14315281479885,5.48969658309068,5.78343473865762,5.74671401761107,6.24333208167438,0.959825521485702,0.835459578990596,0.80639882245957,0.902064027322305,0.967031433332895,0.807930218908844,1.38904103894084,1.38487316026679,1.40733113353498,3.01516773466556,3.15079548976713,3.29768432710878,20.8582513683978,7.55399990649764,5.85017693241344,0.879784933749985,0.523208405069973,0.078683239380595,3.15454918384715,1.39374844424754,0.282125936747448,4.19744104939386,0.822674699083299,0.648775142762143
AE318,Ash,Ash25,109,11,4,19,11.9565400793651,9.98396094017094,6.27289011072269,5.55254265935015,6.25702727179743,6.12122211056519,6.44812055117521,6.35246074631381,0.719306202489052,0.522996339787797,0.652257409099093,0.711050286356512,0.422207575755826,0.730871718928523,0.767533017067139,0.624819364210347,0.800645044339177,0.687420827001639,1.09092732017375,1.50634680666135,13,6,6.16737724165408,0.6264482554028,0.61772850260655,0.0627454633643704,1.09489831794558,0.730999141872221,0.109665725307498,8.43691447551951,0.835020906876021,0.346153846153846
AE409,Ash,Ash28,119.080881790036,10.3871275744362,3.41484082094541,10.8393082400046,12.0175144068221,9.43990702313218,5.71397409836622,5.67339872697461,5.7552271269594,5.68617156732883,5.86301238388121,5.74905769612603,0.650217056783267,0.629653598722339,0.634248205123104,0.641278484892356,0.634453932953288,0.656010553562802,0.974874671066975,0.999753031982389,1.16628711950264,1.84745785231449,2.08413240458725,3.13926941351961,9.1191427144559,1.03125550997993,5.74014026660605,0.640976972006193,0.608071695255051,0.0679007717380584,2.35695322347378,1.04697160751733,0.24967970740582,5.48261311518996,0.785512436562866,0.0993488993122527
PI584345,Ash,Ash31,114,13,6,22,9.99768708333333,8.21557551282051,5.01515950304942,4.91669252795419,4.50692241700174,5.23174345680412,4.99786302299471,5.1649933469025,0.722362277556133,0.515564194905524,0.610403209866332,0.616036481181885,0.512403369846776,0.53314662585399,0.868615972023756,1.41728259369462,0.615346702889716,1.47186312913661,1.94187376976775,1.5402187864035,11,18,4.97222904578445,0.584986026535107,0.605219809376132,0.0712045097293827,1.65131856176929,0.967081756202697,0.200998525202815,5.14147745409674,0.821747614657425,0.818181818181818
PI449338,Asp,Asp03,125,10,1,12,12.4578860559986,10.1277408670586,5.14443584076168,5.18216032558485,5.24162369207068,5.11646008186901,5.27130029414188,5.199849575449,0.655640286549774,0.676519267857667,0.653553370691706,0.667683289722666,0.672957111464959,0.672830083811348,1.3065125687795,1.24934602569905,1.3043111343776,2.42765786048345,2.49713776303309,2.70097789757397,11.1743896242883,3.85348920603764,5.19263830164618,0.666530568349687,0.512714372317296,0.0658123639910296,2.54192450703017,1.28672324295205,0.250986329567141,4.03555180190345,0.81295821951927,1.034550253464
PI499261,Asp,Asp06,75,14,3,17,9.25526212501144,7.19142418803419,5.108940585685,5.03162191993658,4.65357647203038,4.78286340654346,5.02641357465087,4.1108815780772,0.435207933156639,0.508557659787321,0.491654317329101,0.713329203270933,0.646180434425631,0.486010293100629,1.00253484596464,0.973945108145894,1.4945951102636,2.43968268317093,2.59765674215607,2.78837094809198,13,2,4.78571625615391,0.546823306845042,0.665475451179318,0.0760382495243295,2.60857012447299,1.15702502145804,0.362733452549412,4.13622537749712,0.777009239813972,0.153846153846154
PI554305,Asp,Asp13,93,14,6,30,11.3675755797101,8.27649608695652,5.76958046073312,6.25775846397643,5.80805013026652,6.13894952195377,6.4232625800386,5.97133697231935,0.657964657255085,0.621638262619261,0.895961116877703,0.691454680781967,0.631039660521104,0.620084916036468,0.666529275868691,0.614673853550429,1.13160540258236,2.11146001712033,1.77068839402379,2.87114223149579,13,15,6.06148968821463,0.686357215681931,0.7323738964569,0.0829284770355425,2.25109688087997,0.80426951066716,0.271986702733736,7.5366399046838,0.728079266235905,0.576923076923077
KU-7730,Asp,Asp31,72,9,3,9,11.7879503225806,8.8333853715127,5.50410183985214,5.24694457389706,5.95524534010375,4.95836833695851,6.43603250602453,5.08732764706263,0.712120162608595,0.651569048374516,0.558448355948556,0.505116846877553,0.816930932482396,0.790263415032997,1.12629417178496,1.12736595738586,0.655734783862325,2.88902465049082,2.84195047774544,2.08747669429065,7,0,5.53133670731644,0.672408126887436,0.626185372275817,0.0761212263031028,2.60615060750897,0.969798304344382,0.295034179751027,5.70359494601903,0.749357193556522,0
KU-7805,Asp,Asp34,70,9,2,10,13.8894625333333,7.55301053571429,4.52107761582173,5.22264415193867,6.25506778195395,6.32253608068968,5.78471519433418,5.6887824446775,0.71864615681901,0.790599247860759,0.710746884190372,0.845875454854428,0.529128146587063,0.823041757990969,1.26613697938045,1.20191461362681,1.30067179839707,2.40322838560493,2.45511168890512,2.76831779631902,5,0,5.63247054490262,0.736339608050434,0.745725233437657,0.0974895512946346,2.54221929027635,1.25624113046811,0.336583575285048,4.48359029830826,0.543794298561793,0
KU-7845B,Asp,Asp35,78,9,5,13,11.229327,7.88065910027861,5.19100264913783,4.99987953411211,5.15377942477121,5.50656701576667,5.46717520084395,5.42373456757114,0.528859978541334,0.49504063520072,0.574335971999436,0.513911252598056,0.535028748594458,0.455569228442886,0.611443881420657,1.19600356505422,1.0661080872522,2.81820832566692,2.19002580883005,2.82625944225298,5,0,5.29035639870049,0.517124302562815,0.6713088754865,0.0656194229419888,2.61149785891665,0.957851844575692,0.331380640335568,5.52314685059045,0.701792645300881,0
KU-2227,Asp,Asp37,80,16,3,12,9.30467135802469,7.45132946428571,3.80088263068233,3.81236652323185,3.87303494824663,3.81000043427868,3.82347532048128,3.7619029672844,0.518955377311401,0.534347304078735,0.532395494184923,0.534413651797303,0.52274584898499,0.53874627437059,1.04958260734277,1.05915247405543,1.02483390199178,1.99983336051325,2.06081696652137,2.03025371306311,14,4,3.81361047070086,0.530267325121324,0.511802690913015,0.0711641228136401,2.03030134669924,1.04452299446333,0.272475047094682,3.6510545875156,0.800815974855405,0.285714285714286
KU-5725B,Asp,Asp38,137.078660895225,17.5871739575506,1.52548995544666,13.657614841504,13.7509471997434,11.2056084109582,6.19125826612527,5.92447206173412,6.12154808350846,5.9716775393597,6.00751755067733,6.11692688238101,0.912948511303589,0.918781762493191,0.920172283481208,0.640304326746005,0.904047788587939,0.749570796710806,1.40350137888782,1.35511476303483,1.43226047899618,2.85084309069338,2.95197793088322,3.22741954059245,13,0,6.05556673063098,0.84097091155379,0.540404992620402,0.0750491076175201,3.01008018738968,1.39695887363961,0.268622646535289,4.33482104942283,0.814897202948119,0
PI508263,Ata,Ata14,76,10,3,8,7.39075208333333,5.77025464539007,2.1077857039188,2.25599929999821,2.20994341626736,2.12513240551675,1.82209437992403,1.84776481193783,0.37220771138126,0.459741990303288,0.37344231705422,0.36709995631366,0.36715081726142,0.384467909287455,0.964605066917607,0.990245178034988,0.921264379448981,1.60571038688666,1.38324519555472,1.13036545364133,8,24,2.0614533362605,0.387351783600217,0.357255175541935,0.0671290623039795,1.37310701202757,0.958704874800525,0.237962983682975,2.15024810079266,0.780739846273886,3
PI603225,Ata,Ata22,96,10,7,25,10.0932991025641,7.59024967948718,1.9390764883826,2.02718344390673,1.96609954911307,1.96501641523095,2.08611057636926,1.96329372274012,0.460769887723323,0.469756637338601,0.476402103443992,0.391233860006783,0.483074130653859,0.498178835577141,0.924364087538534,0.986684697147393,0.850703349526562,1.77119064369672,1.84652356075688,1.55573216918433,9,14,1.99113003262379,0.46323590912395,0.262327343197268,0.0610303914475772,1.72448212454598,0.920584044737496,0.22719702214888,2.1628986989358,0.752008793394318,0.666666666666667
PI603230,Ata,Ata23,74,9,3,7,8.31370717948718,6.8346822,3.12005054811245,3.11617228716177,3.19602065458716,3.14010066111617,3.05985521202366,3.0269537462653,0.412863124938562,0.43516422585461,0.425482995829488,0.441346374429088,0.423028671860564,0.430007839285357,1.01583808828833,1.01195128145261,0.95956912748898,1.72487897299603,1.76655903853258,1.67947981485176,10,11,3.10985885154442,0.427982205366278,0.455011478301715,0.0626191815277495,1.72363927546012,0.995786165743307,0.252190112871689,3.12301873487372,0.822098018662908,1.1
KU-2061,Ata,Ata30,67,7,7,14,8.80405288888889,7.36891118055556,1.84193724280169,1.73080909584688,2.19127780163508,2.11286440063716,1.61966438153781,2.03089638200265,0.36266251578347,0.436355278912173,0.416184157271277,0.377342561629212,0.339039468520515,0.355896760845253,0.964830434519776,1.00696300330419,1.21702823423372,1.22705166083341,1.33234566786157,1.22194921676506,6,16,1.92124155074354,0.38124679049365,0.260722582165619,0.0517371944310648,1.26044884848668,1.06294055735256,0.171049537387917,1.80747788524387,0.836990789759505,1.14285714285714
AE26,Ata,Ata32,58,7,0,0,7.55867755555556,7.1349780421939,2.42251152171895,2.44622147818109,2.53990039529282,2.44365794489331,2.27957957004531,2.30178044430598,0.324550463843349,0.378258935262296,0.337381136762008,0.379269724655295,0.364174968907874,0.342884268068078,1.24031683578173,1.07714915480634,1.05728198649509,1.46141937669868,1.68319594407175,1.36802718842457,5.19413301793995,12.3399256021296,2.40560855907291,0.354419916249817,0.337157107540757,0.0496735819162855,1.50421416973167,1.12491599236105,0.210822536640792,2.13847840675093,0.943945285369364,2.37574308542135
PI574469,Ata,Ata33,32.7944220800747,10.7045734446611,3.77154318432731,13.4304646149776,8.87242490922313,7.56026965752857,1.81768432819655,1.92603616647123,1.72605805249184,1.80060662897211,1.61939479587311,1.72196825392271,0.367882489375374,0.455935763401711,0.372561280070802,0.427085341379702,0.40155348530759,0.294943175509779,1.16317341750598,1.16361694951001,1.00533197375024,1.80902122218413,1.89556656351301,1.54364446830768,11.7961673537245,19.8616125125953,1.76862470432126,0.386660255840826,0.233936722423657,0.0511437122425637,1.74941075133494,1.11070744692208,0.231395284901361,1.5923407277248,0.852108610090287,1.33929346418667
KU-2112,Ata,Ata34,91,10,5,17,10.6769433333333,6.89891928571429,4.51366665748495,4.45015040407982,4.53590315470365,4.51755568468867,4.56481721925656,4.46395275645145,0.522626673183318,0.499172110812294,0.519164886218922,0.518786523909358,0.49732752733407,0.530186972499691,0.830379770343874,0.854204691260734,0.891278484293255,1.76258353160246,1.77654644072045,1.91995135863585,9,2,4.50767431277752,0.514544115659609,0.653388469424716,0.0745832925926651,1.81969377698625,0.858620981965955,0.263765048064024,5.24990002277425,0.646151156780606,0.133333333333333
